event_id,account_id,occurred_at,event_type,channel,amount,available_balance_before,recipient_id,device_id,sim_id,ip_prefix,session_id,latitude,longitude,interaction_ms,menu_depth,input_method,keystroke_interval_ms,device_tilt_variance,navigation_signature,sim_change_verified,telco_assurance,agent_assurance,coercion_signals,success,metadata,scenario,is_takeover,profile_eligible
evt_ng_acct_00685_0009_monthly_92,ng_acct_00685,2024-11-08T07:15:00Z,transfer,app,12000.0,36300.0,recurring_landlord_ng_acct_00685,device_00685_primary,sim_00685_primary,102.88.10.0/24,session_ng_acct_00685_0009,6.5244,3.3792,12461.0,4.0,typed,238.08521503990477,1.9432829934411249,app_home_bills,False,,,"{""active_call"": false, ""amount_edits"": 0, ""confirmation_backtracks"": 1, ""consented_device_attested"": true, ""on_device_coercion_score"": 0.03741150095584127, ""pause_before_confirmation_ms"": 27641, ""recipient_pasted_during_call"": false, ""recipient_replacements"": 1, ""screen_sharing_detected"": false}",True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00667_0009_monthly_92,ng_acct_00667,2024-11-08T07:20:00Z,transfer,ussd,11900.0,20700.0,recurring_landlord_ng_acct_00667,,sim_00667_primary,,session_ng_acct_00667_0009,6.5244,3.3792,20025.0,5.0,unknown,,,ussd_2_1_1,False,,,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00101_0010_monthly_92,ng_acct_00101,2024-11-10T22:29:00Z,transfer,agent,36300.0,110000.0,recurring_landlord_ng_acct_00101,agent_terminal_021,,102.89.6.0/24,session_ng_acct_00101_0010,7.3775,3.947,14332.0,4.0,unknown,,,agent_customer_transfer,False,,"{""agent_token"": ""agent_token_021"", ""gateway_attested"": true, ""registered_latitude"": 7.3775, ""registered_longitude"": 3.947, ""shift_end_hour"": 22, ""shift_start_hour"": 6, ""terminal_age_days"": 591.4624688983528, ""terminal_token"": ""terminal_token_021""}",,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00505_0010_monthly_92,ng_acct_00505,2024-11-11T14:50:00Z,transfer,ussd,11900.0,31100.0,recurring_landlord_ng_acct_00505,device_00505_primary,sim_00505_primary,,session_ng_acct_00505_0010,,,15146.0,4.0,unknown,,,ussd_1_2_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 855.4528483007731, ""sim_activation_age_hours"": 5772.6230517012, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00586_0010_monthly_92,ng_acct_00586,2024-11-11T15:30:00Z,transfer,ussd,11900.0,34100.0,recurring_landlord_ng_acct_00586,,sim_00586_primary,,session_ng_acct_00586_0010,4.8156,7.0498,20033.0,5.0,unknown,,,ussd_2_1_1,False,,,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00637_0010_monthly_92,ng_acct_00637,2024-11-11T17:48:00Z,transfer,ussd,26700.0,80900.0,recurring_landlord_ng_acct_00637,device_00637_primary,sim_00637_primary,102.88.10.0/24,session_ng_acct_00637_0010,6.5244,3.3792,31392.0,7.0,unknown,,,ussd_1_2_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 851.6780958473074, ""sim_activation_age_hours"": 8977.448140386154, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00719_0010_monthly_92,ng_acct_00719,2024-11-11T21:45:00Z,transfer,app,11900.0,25600.0,recurring_landlord_ng_acct_00719,device_00719_primary,sim_00719_primary,102.89.6.0/24,session_ng_acct_00719_0010,7.3775,3.947,14582.0,4.0,typed,161.33233534508912,2.6960049265742265,app_home_pay,False,,,"{""active_call"": false, ""amount_edits"": 1, ""confirmation_backtracks"": 1, ""consented_device_attested"": true, ""on_device_coercion_score"": 0.0, ""pause_before_confirmation_ms"": 6414, ""recipient_pasted_during_call"": false, ""recipient_replacements"": 1, ""screen_sharing_detected"": false}",True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00745_0010_monthly_92,ng_acct_00745,2024-11-11T22:59:00Z,transfer,agent,40900.0,123900.0,recurring_landlord_ng_acct_00745,agent_terminal_025,,102.88.10.0/24,session_ng_acct_00745_0010,6.5244,3.3792,29983.0,7.0,unknown,,,agent_customer_transfer,False,,"{""agent_token"": ""agent_token_025"", ""gateway_attested"": true, ""registered_latitude"": 6.5244, ""registered_longitude"": 3.3792, ""shift_end_hour"": 22, ""shift_start_hour"": 6, ""terminal_age_days"": 810.4734689468072, ""terminal_token"": ""terminal_token_025""}",,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00169_0011_monthly_92,ng_acct_00169,2024-11-14T23:17:00Z,transfer,app,14200.0,42900.0,recurring_landlord_ng_acct_00169,device_00169_primary,sim_00169_primary,102.88.10.0/24,session_ng_acct_00169_0011,6.5244,3.3792,16631.0,6.0,typed,196.40003438762864,1.7223770131237313,app_home_bills,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 543.7645238274044, ""sim_activation_age_hours"": 8019.017416778585, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00201_0011_monthly_92,ng_acct_00201,2024-11-15T06:52:00Z,transfer,app,21900.0,66400.0,recurring_landlord_ng_acct_00201,device_00201_primary,sim_00201_primary,197.210.8.0/24,session_ng_acct_00201_0011,12.0022,8.592,17461.0,5.0,typed,164.96098286736128,3.13734165782535,app_home_pay,False,,,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00464_0011_monthly_92,ng_acct_00464,2024-11-15T07:57:00Z,transfer,app,11900.0,19400.0,recurring_landlord_ng_acct_00464,device_00464_primary,sim_00464_primary,105.112.24.0/24,session_ng_acct_00464_0011,9.0765,7.3986,22604.0,6.0,mixed,201.76857313356322,2.083606283502853,app_home_pay,False,,,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00578_0011_monthly_92,ng_acct_00578,2024-11-15T20:44:00Z,transfer,ussd,17000.0,51700.0,recurring_landlord_ng_acct_00578,,sim_00578_primary,105.112.24.0/24,session_ng_acct_00578_0011,9.0765,7.3986,14993.0,4.0,unknown,,,ussd_1_2_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1026.9364163179885, ""sim_activation_age_hours"": 6607.679693845306, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00075_0012_monthly_92,ng_acct_00075,2024-11-18T15:53:00Z,transfer,agent,11900.0,15600.0,recurring_landlord_ng_acct_00075,agent_terminal_075,,197.210.8.0/24,session_ng_acct_00075_0012,12.0022,8.592,14778.0,6.0,unknown,,,agent_customer_transfer,False,,"{""agent_token"": ""agent_token_075"", ""gateway_attested"": true, ""registered_latitude"": 12.0022, ""registered_longitude"": 8.592, ""shift_end_hour"": 22, ""shift_start_hour"": 6, ""terminal_age_days"": 387.8315825458003, ""terminal_token"": ""terminal_token_075""}",,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00159_0012_monthly_92,ng_acct_00159,2024-11-19T01:28:00Z,transfer,app,18100.0,55000.0,recurring_landlord_ng_acct_00159,device_00159_primary,sim_00159_primary,197.210.8.0/24,session_ng_acct_00159_0012,12.0022,8.592,17677.0,4.0,typed,237.1790076059058,2.949184626360065,app_home_pay,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 986.8474368108369, ""sim_activation_age_hours"": 6199.59215353814, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,"{""active_call"": false, ""amount_edits"": 0, ""confirmation_backtracks"": 0, ""consented_device_attested"": true, ""on_device_coercion_score"": 0.059746276594837146, ""pause_before_confirmation_ms"": 11707, ""recipient_pasted_during_call"": false, ""recipient_replacements"": 0, ""screen_sharing_detected"": false}",True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00342_0012_monthly_92,ng_acct_00342,2024-11-19T02:00:00Z,transfer,app,12100.0,36500.0,recurring_landlord_ng_acct_00342,device_00342_primary,sim_00342_primary,197.211.40.0/24,session_ng_acct_00342_0012,6.4584,7.5464,18262.0,5.0,typed,200.53739713412185,1.3464225924383406,app_home_bills,False,,,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00368_0012_monthly_92,ng_acct_00368,2024-11-19T07:12:00Z,transfer,app,41100.0,124500.0,recurring_landlord_ng_acct_00368,device_00368_primary,sim_00368_primary,105.112.24.0/24,session_ng_acct_00368_0012,9.0765,7.3986,14118.0,5.0,typed,244.16068862800154,1.630332365915715,app_home_bills,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 770.6169105501511, ""sim_activation_age_hours"": 7849.973981237387, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00465_0012_monthly_92,ng_acct_00465,2024-11-19T07:28:00Z,transfer,ussd,11900.0,19500.0,recurring_landlord_ng_acct_00465,,sim_00465_primary,,session_ng_acct_00465_0012,12.0022,8.592,29256.0,7.0,unknown,,,ussd_2_1_1,False,,,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00673_0012_monthly_92,ng_acct_00673,2024-11-19T21:14:00Z,transfer,ussd,11900.0,11600.0,recurring_landlord_ng_acct_00673,,sim_00673_primary,102.88.10.0/24,session_ng_acct_00673_0012,,,15346.0,4.0,unknown,,,ussd_1_2_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1509.1629564806676, ""sim_activation_age_hours"": 9591.523047276976, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00576_0012_monthly_92,ng_acct_00576,2024-11-19T21:20:00Z,transfer,ussd,11900.0,24800.0,recurring_landlord_ng_acct_00576,,sim_00576_primary,197.211.40.0/24,session_ng_acct_00576_0012,,,12040.0,4.0,unknown,,,ussd_1_3_1,False,,,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00130_0013_monthly_92,ng_acct_00130,2024-11-22T17:43:00Z,transfer,ussd,23100.0,70000.0,recurring_landlord_ng_acct_00130,device_00130_primary,sim_00130_primary,41.58.32.0/24,session_ng_acct_00130_0013,4.8156,7.0498,20842.0,5.0,unknown,,,ussd_2_1_1,False,,,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00224_0013_monthly_92,ng_acct_00224,2024-11-22T19:15:00Z,transfer,app,17700.0,53800.0,recurring_landlord_ng_acct_00224,device_00224_primary,sim_00224_primary,105.112.24.0/24,session_ng_acct_00224_0013,9.0765,7.3986,16484.0,5.0,typed,193.38965532286008,1.5473023573243,app_home_bills,False,,,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00227_0013_monthly_92,ng_acct_00227,2024-11-22T22:22:00Z,transfer,app,11900.0,15100.0,recurring_landlord_ng_acct_00227,device_00227_primary,sim_00227_primary,102.89.6.0/24,session_ng_acct_00227_0013,7.3775,3.947,14849.0,4.0,typed,175.75717804787575,2.8092703428981265,app_home_bills,False,,,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00304_0013_monthly_92,ng_acct_00304,2024-11-23T10:46:00Z,transfer,ussd,12800.0,38600.0,recurring_landlord_ng_acct_00304,,sim_00304_primary,41.58.32.0/24,session_ng_acct_00304_0013,4.8156,7.0498,21475.0,5.0,unknown,,,ussd_1_2_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1252.8866144744784, ""sim_activation_age_hours"": 12028.907040716822, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00535_0013_monthly_92,ng_acct_00535,2024-11-23T11:43:00Z,transfer,agent,16500.0,50200.0,recurring_landlord_ng_acct_00535,agent_terminal_055,,102.88.10.0/24,session_ng_acct_00535_0013,6.5244,3.3792,15773.0,7.0,unknown,,,agent_customer_transfer,False,,"{""agent_token"": ""agent_token_055"", ""gateway_attested"": true, ""registered_latitude"": 6.5244, ""registered_longitude"": 3.3792, ""shift_end_hour"": 22, ""shift_start_hour"": 6, ""terminal_age_days"": 682.8964708255179, ""terminal_token"": ""terminal_token_055""}",,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00394_0013_monthly_92,ng_acct_00394,2024-11-23T16:00:00Z,transfer,app,11900.0,19500.0,recurring_landlord_ng_acct_00394,device_00394_primary,sim_00394_primary,41.58.32.0/24,session_ng_acct_00394_0013,4.8156,7.0498,19381.0,6.0,typed,155.23107712038714,3.4135981461596843,app_quick_pay,False,,,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00696_0013_monthly_92,ng_acct_00696,2024-11-23T19:34:00Z,transfer,app,18000.0,54400.0,recurring_landlord_ng_acct_00696,device_00696_primary,sim_00696_primary,197.211.40.0/24,session_ng_acct_00696_0013,6.4584,7.5464,19619.0,5.0,typed,209.43744044952737,3.0824544243941663,app_quick_pay,False,,,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00693_0013_monthly_92,ng_acct_00693,2024-11-23T21:14:00Z,transfer,ussd,12400.0,37400.0,recurring_landlord_ng_acct_00693,,,,session_ng_acct_00693_0013,12.0022,8.592,13305.0,4.0,unknown,,,ussd_1_2_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1410.1097962223362, ""sim_activation_age_hours"": 7796.012625358426, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00564_0013_monthly_92,ng_acct_00564,2024-11-23T22:12:00Z,transfer,ussd,11900.0,31100.0,recurring_landlord_ng_acct_00564,,,197.211.40.0/24,session_ng_acct_00564_0013,6.4584,7.5464,22165.0,6.0,unknown,,,ussd_1_2_1,False,,,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00048_0014_monthly_92,ng_acct_00048,2024-11-26T14:50:00Z,transfer,app,24000.0,72500.0,recurring_landlord_ng_acct_00048,device_00048_primary,sim_00048_primary,197.211.40.0/24,session_ng_acct_00048_0014,6.4584,7.5464,10078.0,5.0,typed,226.065991223336,2.277518866413927,app_quick_pay,False,,,"{""active_call"": false, ""amount_edits"": 0, ""confirmation_backtracks"": 0, ""consented_device_attested"": true, ""on_device_coercion_score"": 0.09476980551056072, ""pause_before_confirmation_ms"": 5175, ""recipient_pasted_during_call"": false, ""recipient_replacements"": 0, ""screen_sharing_detected"": false}",True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00078_0014_monthly_92,ng_acct_00078,2024-11-26T22:50:00Z,transfer,ussd,11900.0,35600.0,recurring_landlord_ng_acct_00078,device_00078_primary,sim_00078_primary,,session_ng_acct_00078_0014,6.4584,7.5464,27317.0,7.0,unknown,,,ussd_1_2_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1415.8817053935577, ""sim_activation_age_hours"": 4372.935425096353, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
evt_ng_acct_00148_0014_monthly_92,ng_acct_00148,2024-11-26T22:54:00Z,transfer,ussd,11900.0,18800.0,recurring_landlord_ng_acct_00148,,sim_00148_primary,41.58.32.0/24,session_ng_acct_00148_0014,,,23396.0,6.0,unknown,,,ussd_2_1_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1088.947496727675, ""sim_activation_age_hours"": 8032.071204431381, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
